n_interven,personaje,texto,jornada,versos,n_versos
226,SEGISMUNDO,"    Es verdad; pues reprimamos
esta fiera condición,
esta furia, esta ambición 
por si alguna vez soñamos.
Y sí haremos, pues estamos
en mundo tan singular,
que el vivir sólo es soñar;
y la experiencia me enseña 
que el hombre que vive sueña
lo que es hasta despertar.
    Sueña el rey que es rey, y vive
con este engaño mandando,
disponiendo y gobernando; 
y este aplauso que recibe

prestado, en el viento escribe,
y en cenizas le convierte
la muerte (¡desdicha fuerte!);
¡que hay quien intente reinar, 
viendo que ha de despertar
en el sueño de la muerte!
    Sueña el rico en su riqueza
que más cuidados le ofrece;
sueña el pobre que padece 
su miseria y su pobreza;
sueña el que a medrar empieza,
sueña el que afana y pretende,
sueña el que agravia y ofende;
y en el mundo, en conclusión, 
todos sueñan lo que son,
aunque ninguno lo entiende.
    Yo sueño que estoy aquí
destas prisiones cargado,
y soñé que en otro estado 
más lisonjero me vi.
¿Qué es la vida? Un frenesí.
¿Qué es la vida? Una ilusión,
una sombra, una ficción,
y el mayor bien es pequeño; 
que toda la vida es sueño,
y los sueños, sueños son.",2,"['    Es verdad; pues reprimamos', 'esta fiera condición,', 'esta furia, esta ambición ', 'por si alguna vez soñamos.', 'Y sí haremos, pues estamos', 'en mundo tan singular,', 'que el vivir sólo es soñar;', 'y la experiencia me enseña ', 'que el hombre que vive sueña', 'lo que es hasta despertar.', '    Sueña el rey que es rey, y vive', 'con este engaño mandando,', 'disponiendo y gobernando; ', 'y este aplauso que recibe', 'prestado, en el viento escribe,', 'y en cenizas le convierte', 'la muerte (¡desdicha fuerte!);', '¡que hay quien intente reinar, ', 'viendo que ha de despertar', 'en el sueño de la muerte!', '    Sueña el rico en su riqueza', 'que más cuidados le ofrece;', 'sueña el pobre que padece ', 'su miseria y su pobreza;', 'sueña el que a medrar empieza,', 'sueña el que afana y pretende,', 'sueña el que agravia y ofende;', 'y en el mundo, en conclusión, ', 'todos sueñan lo que son,', 'aunque ninguno lo entiende.', '    Yo sueño que estoy aquí', 'destas prisiones cargado,', 'y soñé que en otro estado ', 'más lisonjero me vi.', '¿Qué es la vida? Un frenesí.', '¿Qué es la vida? Una ilusión,', 'una sombra, una ficción,', 'y el mayor bien es pequeño; ', 'que toda la vida es sueño,', 'y los sueños, sueños son.']",40
0,CLARÍN,"    En una encantada torre,
por lo que sé, vivo preso.
¿Qué me harán por lo que ignoro,
si por lo que sé me han muerto?
¡Que un hombre con tanta ha[m]bre 
viniese a morir viviendo!
Lástima tengo de mí.
Todos dirán: «Bien lo creo»,
y bien se puede creer;
pues para mí este silencio 
no conforma con el nombre
Clarín, y callar no puedo.
Quien me hace compañía
aquí, si a decirlo acierto,
son arañas y ratones. 
¡Miren qué dulces jilgueros!
De los sueños desta noche
la triste cabeza tengo
llena de mil chirimías,
de trompetas y embelecos, 
de procesiones, de cruces,
de disciplinantes; y éstos,
unos suben, otros bajan,
unos se desmayan viendo
la sangre que llevan otros. 

Mas yo, la verdad diciendo,
de no comer me desmayo;
que en esta prisión me veo,
donde ya todos los días
en el filósofo leo 
Nicomedes, y las noches
en el concilio Niceno.
Si llaman santo al callar,
como en calendario nuevo,
San Secreto es para mí, 
pues le ayuno y no le huelgo;
aunque está bien merecido
el castigo que padezco,
pues callé, siendo criado,
que es el mayor sacrilegio. ",3,"['    En una encantada torre,', 'por lo que sé, vivo preso.', '¿Qué me harán por lo que ignoro,', 'si por lo que sé me han muerto?', '¡Que un hombre con tanta ha[m]bre ', 'viniese a morir viviendo!', 'Lástima tengo de mí.', 'Todos dirán: «Bien lo creo»,', 'y bien se puede creer;', 'pues para mí este silencio ', 'no conforma con el nombre', 'Clarín, y callar no puedo.', 'Quien me hace compañía', 'aquí, si a decirlo acierto,', 'son arañas y ratones. ', '¡Miren qué dulces jilgueros!', 'De los sueños desta noche', 'la triste cabeza tengo', 'llena de mil chirimías,', 'de trompetas y embelecos, ', 'de procesiones, de cruces,', 'de disciplinantes; y éstos,', 'unos suben, otros bajan,', 'unos se desmayan viendo', 'la sangre que llevan otros. ', 'Mas yo, la verdad diciendo,', 'de no comer me desmayo;', 'que en esta prisión me veo,', 'donde ya todos los días', 'en el filósofo leo ', 'Nicomedes, y las noches', 'en el concilio Niceno.', 'Si llaman santo al callar,', 'como en calendario nuevo,', 'San Secreto es para mí, ', 'pues le ayuno y no le huelgo;', 'aunque está bien merecido', 'el castigo que padezco,', 'pues callé, siendo criado,', 'que es el mayor sacrilegio. ']",40
1,[SOLDADO] 1.º,"Ésta es la torre en que está.
Echad la puerta en el suelo;
entrad todos.",3,"['Ésta es la torre en que está.', 'Echad la puerta en el suelo;', 'entrad todos.']",3
2,CLARÍN,"¡Vive Dios!
que a mí me buscan es cierto
pues me dicen que aquí estoy. 
¿Qué me querrán?",3,"['¡Vive Dios!', 'que a mí me buscan es cierto', 'pues me dicen que aquí estoy. ', '¿Qué me querrán?']",4
3,[SOLDADO] 1.º,Entrad dentro.,3,['Entrad dentro.'],1
4,[SOLDADO] 2.º,Aquí está.,3,['Aquí está.'],1
5,CLARÍN,No está.,3,['No está.'],1
6,TODOS,Señor...,3,['Señor...'],1
7,CLARÍN,¿Si vienen borrachos éstos?,3,['¿Si vienen borrachos éstos?'],1
8,[SOLDADO] 2.º,"Tú nuestro príncipe eres;
ni admitimos ni queremos 
sino al señor natural,
y no príncipe extranjero.
A todos nos da los pies.",3,"['Tú nuestro príncipe eres;', 'ni admitimos ni queremos ', 'sino al señor natural,', 'y no príncipe extranjero.', 'A todos nos da los pies.']",5
9,TODOS,¡Viva el gran príncipe n[uest]ro!,3,['¡Viva el gran príncipe n[uest]ro!'],1
10,CLARÍN," (Aparte.)  
¡Vive Dios, que va de veras! 
¿Si es costumbre en este reino
prender uno cada día
y hacerle príncipe, y luego
volverle a la torre? Sí,
pues cada día lo veo; 
fuerza es hacer mi papel.",3,"[' (Aparte.)  ', '¡Vive Dios, que va de veras! ', '¿Si es costumbre en este reino', 'prender uno cada día', 'y hacerle príncipe, y luego', 'volverle a la torre? Sí,', 'pues cada día lo veo; ', 'fuerza es hacer mi papel.']",8
11,SOLDADOS,Danos tus plantas.,3,['Danos tus plantas.'],1
12,CLARÍN,"No puedo,
porque las he menester
para mí, y fuera defeto
ser príncipe desplantado. ",3,"['No puedo,', 'porque las he menester', 'para mí, y fuera defeto', 'ser príncipe desplantado. ']",4
13,[SOLDADO] 2.º,"Todos a tu padre mesmo
le dijimos que a ti solo
por príncipe conocemos,
no al de Moscovia.",3,"['Todos a tu padre mesmo', 'le dijimos que a ti solo', 'por príncipe conocemos,', 'no al de Moscovia.']",4
14,CLARÍN,"¿A mi padre
le perdistis el respeto? 
Sois unos tales por cuales.",3,"['¿A mi padre', 'le perdistis el respeto? ', 'Sois unos tales por cuales.']",3
15,[SOLDADO] 1.º,Fue lealtad de nuestros pechos.,3,['Fue lealtad de nuestros pechos.'],1
16,CLARÍN,"Si fue lealtad, yo os perdono.",3,"['Si fue lealtad, yo os perdono.']",1
17,[SOLDADO] 2.º,"Sal a restaurar tu imperio.
¡Viva Segismundo!",3,"['Sal a restaurar tu imperio.', '¡Viva Segismundo!']",2
18,TODOS,"¡Viva!
",3,['¡Viva!'],1
19,CLARÍN," (Aparte.)  
¿Segismundo dicen? Bueno.
Segismundos llaman todos
los príncipes contrahechos.",3,"[' (Aparte.)  ', '¿Segismundo dicen? Bueno.', 'Segismundos llaman todos', 'los príncipes contrahechos.']",4
20,SEGISMUNDO,¿Quién no[m]bra aquí a Segismu[n]do?,3,['¿Quién no[m]bra aquí a Segismu[n]do?'],1
21,CLARÍN," (Aparte.)  
¡Mas que soy príncipe huero! ",3,"[' (Aparte.)  ', '¡Mas que soy príncipe huero! ']",2
22,[SOLDADO] 2.º,¿Quién es Segismundo?,3,['¿Quién es Segismundo?'],1
23,SEGISMUNDO,Yo.,3,['Yo.'],1
24,[SOLDADO] 2.º,"Pues ¿cómo, atrevido y necio,
tú te hacías Segismundo?",3,"['Pues ¿cómo, atrevido y necio,', 'tú te hacías Segismundo?']",2
25,CLARÍN,"¿Yo Segismundo? Eso niego.
Que vosotros fuistis quien 
me segismundasteis; luego
vuestra ha sido solamente
necedad y atrevimiento.",3,"['¿Yo Segismundo? Eso niego.', 'Que vosotros fuistis quien ', 'me segismundasteis; luego', 'vuestra ha sido solamente', 'necedad y atrevimiento.']",5
26,[SOLDADO] 1.º,"Gran príncipe Segismundo
(que las señas que traemos 
tuyas son, aunque por fe
te aclamamos señor nuestro),
tu padre, el gran rey Basilio,
temeroso que los cielos
cumplan un hado, que dice 
que ha de verse a tus pies puesto,
vencido de ti, pretende
quitarte acción y derecho
y dársela a Astolfo, duque
de Moscovia. Para esto 
juntó su corte, y el vulgo,
penetrando ya y sabiendo
que tiene rey natural,
no quiere que un extranjero
venga a mandarle. Y así, 
haciendo noble desprecio
de la inclemencia del hado,
te ha buscado donde preso
vives, para que, valido
de tus armas y saliendo 
desta torre a restaurar

tu imperial corona y cetro,
se la quites a un tirano.
Sal, pues; que en ese desierto
ejército numeroso 
de bandidos y plebeyos
te aclama. La libertad
te espera; oye sus acentos.",3,"['Gran príncipe Segismundo', '(que las señas que traemos ', 'tuyas son, aunque por fe', 'te aclamamos señor nuestro),', 'tu padre, el gran rey Basilio,', 'temeroso que los cielos', 'cumplan un hado, que dice ', 'que ha de verse a tus pies puesto,', 'vencido de ti, pretende', 'quitarte acción y derecho', 'y dársela a Astolfo, duque', 'de Moscovia. Para esto ', 'juntó su corte, y el vulgo,', 'penetrando ya y sabiendo', 'que tiene rey natural,', 'no quiere que un extranjero', 'venga a mandarle. Y así, ', 'haciendo noble desprecio', 'de la inclemencia del hado,', 'te ha buscado donde preso', 'vives, para que, valido', 'de tus armas y saliendo ', 'desta torre a restaurar', 'tu imperial corona y cetro,', 'se la quites a un tirano.', 'Sal, pues; que en ese desierto', 'ejército numeroso ', 'de bandidos y plebeyos', 'te aclama. La libertad', 'te espera; oye sus acentos.']",30
27,VOCES,"¡Viva Segismundo, viva!",3,"['¡Viva Segismundo, viva!']",1
28,SEGISMUNDO," (Dentro.)  
¿Otra vez (¿qué es esto, cielos?) 
queréis que sueñe grandezas
que ha de deshacer el tiempo?
¿Otra vez queréis que vea
entre sombras y bosquejos
la majestad y la pompa 
desvanecida del viento?
¿Otra vez queréis que toque
el desengaño, o el riesgo
a que el humano poder
nace humilde y vive atento? 
Pues no ha de ser, no ha de ser.
Miradme otra vez sujeto
a mi fortuna. Y pues sé
que toda esta vida es sueño,
idos, sombras, que fingís 
hoy a mis sentidos muertos
cuerpo y voz, siendo verdad
que ni tenéis voz ni cuerpo;
que no quiero majestades
fingidas, pompas no quiero. 
Fantásticas ilusiones
que al soplo menos ligero
del aura han de deshacerse
bien como el florido almendro,

que por madrugar sus flores, 
sin aviso y sin consejo,
al primer soplo se apagan,
marchitando y desluciendo
de sus rosados capillos
belleza, luz y ornamento, 
ya os conozco, ya os conozco,
y sé que os pasa lo mesmo
con cualquiera que se duerme.
Para mí no hay fingimientos;
que, desengañado ya, 
sé bien que la vida es sueño.",3,"[' (Dentro.)  ', '¿Otra vez (¿qué es esto, cielos?) ', 'queréis que sueñe grandezas', 'que ha de deshacer el tiempo?', '¿Otra vez queréis que vea', 'entre sombras y bosquejos', 'la majestad y la pompa ', 'desvanecida del viento?', '¿Otra vez queréis que toque', 'el desengaño, o el riesgo', 'a que el humano poder', 'nace humilde y vive atento? ', 'Pues no ha de ser, no ha de ser.', 'Miradme otra vez sujeto', 'a mi fortuna. Y pues sé', 'que toda esta vida es sueño,', 'idos, sombras, que fingís ', 'hoy a mis sentidos muertos', 'cuerpo y voz, siendo verdad', 'que ni tenéis voz ni cuerpo;', 'que no quiero majestades', 'fingidas, pompas no quiero. ', 'Fantásticas ilusiones', 'que al soplo menos ligero', 'del aura han de deshacerse', 'bien como el florido almendro,', 'que por madrugar sus flores, ', 'sin aviso y sin consejo,', 'al primer soplo se apagan,', 'marchitando y desluciendo', 'de sus rosados capillos', 'belleza, luz y ornamento, ', 'ya os conozco, ya os conozco,', 'y sé que os pasa lo mesmo', 'con cualquiera que se duerme.', 'Para mí no hay fingimientos;', 'que, desengañado ya, ', 'sé bien que la vida es sueño.']",38
29,[SOLDADO] 2.º,"Si piensas que te engañamos,
vuelve a ese monte soberbio
los ojos, para que veas
la gente que aguarda en ellos 
para obedecerte.",3,"['Si piensas que te engañamos,', 'vuelve a ese monte soberbio', 'los ojos, para que veas', 'la gente que aguarda en ellos ', 'para obedecerte.']",5
30,SEGISMUNDO,"Ya
otra vez vi aquesto mesmo
tan clara y distintamente
como agora lo estoy viendo,
y fue sueño.",3,"['Ya', 'otra vez vi aquesto mesmo', 'tan clara y distintamente', 'como agora lo estoy viendo,', 'y fue sueño.']",5
31,[SOLDADO] 1.º,"Cosas grandes

siempre, gran señor, trujeron
anuncios; y esto sería,
si lo soñaste primero.",3,"['Cosas grandes', 'siempre, gran señor, trujeron', 'anuncios; y esto sería,', 'si lo soñaste primero.']",4
32,SEGISMUNDO,"Dices bien, anuncio fue;
y caso que fuese cierto, 
pues que la vida es tan corta,
soñemos, alma, soñemos
otra vez; pero ha de ser
con atención y consejo
de que hemos de despertar 
deste gusto al mejor tiempo;
que llevándolo sabido,

será el desengaño menos;
que es hacer burla del daño
adelantarle el consejo. 
Y con esta prevención
de que, cuando fuese cierto,
es todo el poder prestado
y ha de volverse a su dueño,
atrevámonos a todo. 
Vasallos, yo os agradezco
la lealtad; en mí lleváis
quien os libre, osado y diestro,
de extranjera esclavitud.
Tocad al arma, que presto 
veréis mi inmenso valor.
Contra mi padre pretendo
tomar armas y sacar
verdaderos a los cielos;
presto he de verle a mis plantas. 
  (Aparte.)  
Mas si antes desto despierto
¿no será bien no decirlo
supuesto que no he de hacerlo?",3,"['Dices bien, anuncio fue;', 'y caso que fuese cierto, ', 'pues que la vida es tan corta,', 'soñemos, alma, soñemos', 'otra vez; pero ha de ser', 'con atención y consejo', 'de que hemos de despertar ', 'deste gusto al mejor tiempo;', 'que llevándolo sabido,', 'será el desengaño menos;', 'que es hacer burla del daño', 'adelantarle el consejo. ', 'Y con esta prevención', 'de que, cuando fuese cierto,', 'es todo el poder prestado', 'y ha de volverse a su dueño,', 'atrevámonos a todo. ', 'Vasallos, yo os agradezco', 'la lealtad; en mí lleváis', 'quien os libre, osado y diestro,', 'de extranjera esclavitud.', 'Tocad al arma, que presto ', 'veréis mi inmenso valor.', 'Contra mi padre pretendo', 'tomar armas y sacar', 'verdaderos a los cielos;', 'presto he de verle a mis plantas. ', '  (Aparte.)  ', 'Mas si antes desto despierto', '¿no será bien no decirlo', 'supuesto que no he de hacerlo?']",31
33,TODOS,"¡Viva Segismundo, viva!",3,"['¡Viva Segismundo, viva!']",1
34,CLOTALDO,"¿Qué alboroto es éste, cielos? ",3,"['¿Qué alboroto es éste, cielos? ']",1
35,SEGISMUNDO,Clotaldo.,3,['Clotaldo.'],1
36,CLOTALDO,"Señor...
  (Aparte.)  
En mí
su crueldad prueba.",3,"['Señor...', '  (Aparte.)  ', 'En mí', 'su crueldad prueba.']",4
37,CLARÍN," (Aparte.)  
Yo apuesto
que le despeña del monte.
 (Vase.)  ",3,"[' (Aparte.)  ', 'Yo apuesto', 'que le despeña del monte.', ' (Vase.)  ']",4
38,CLOTALDO,"A tus reales plantas llego,
ya sé que a morir.",3,"['A tus reales plantas llego,', 'ya sé que a morir.']",2
39,SEGISMUNDO,"Levanta,

levanta, padre, del suelo,
que tú has de ser norte y guía
de quien fíe mis aciertos;
que ya sé que mi crianza
a tu mucha lealtad debo. 
Dame los brazos.",3,"['Levanta,', 'levanta, padre, del suelo,', 'que tú has de ser norte y guía', 'de quien fíe mis aciertos;', 'que ya sé que mi crianza', 'a tu mucha lealtad debo. ', 'Dame los brazos.']",7
40,CLOTALDO,¿Qué dices?,3,['¿Qué dices?'],1
41,SEGISMUNDO,"Que estoy soña[n]do, y que quiero
obrar bien, pues no se pierde
obrar bien, aun entre sueños.",3,"['Que estoy soña[n]do, y que quiero', 'obrar bien, pues no se pierde', 'obrar bien, aun entre sueños.']",3
42,CLOTALDO,"Pues, señor, si el obrar bien 
es ya tu blasón, es cierto
que no te ofenda el que yo
hoy solicite lo mesmo.
A tu padre has de hacer guerra.
Yo aconsejarte no puedo 
contra mi Rey, ni valerte.
A tus plantas estoy puesto;
dame la muerte.",3,"['Pues, señor, si el obrar bien ', 'es ya tu blasón, es cierto', 'que no te ofenda el que yo', 'hoy solicite lo mesmo.', 'A tu padre has de hacer guerra.', 'Yo aconsejarte no puedo ', 'contra mi Rey, ni valerte.', 'A tus plantas estoy puesto;', 'dame la muerte.']",9
43,SEGISMUNDO,"¡Villano,
traidor, ingrato!
 (Aparte.)  
Mas ¡cielos!
reportarme me conviene, 
que aún no sé si estoy despierto.
Clotaldo, vuestro valor
os envidio y agradezco.
Idos a servir al Rey,
que en el campo nos veremos. 
Vosotros, tocad el arma.",3,"['¡Villano,', 'traidor, ingrato!', ' (Aparte.)  ', 'Mas ¡cielos!', 'reportarme me conviene, ', 'que aún no sé si estoy despierto.', 'Clotaldo, vuestro valor', 'os envidio y agradezco.', 'Idos a servir al Rey,', 'que en el campo nos veremos. ', 'Vosotros, tocad el arma.']",11
44,CLOTALDO,"Mil veces tus plantas beso.
 (Vase.)  ",3,"['Mil veces tus plantas beso.', ' (Vase.)  ']",2
45,SEGISMUNDO,"A reinar, fortuna, vamos;
no me despiertes, si duermo,
y si es verdad, no me duermas. 
Mas, sea verdad o sueño,
obrar bien es lo que importa.

Si fuere verdad, por serlo;
si no, por ganar amigos
para cuando despertemos. ",3,"['A reinar, fortuna, vamos;', 'no me despiertes, si duermo,', 'y si es verdad, no me duermas. ', 'Mas, sea verdad o sueño,', 'obrar bien es lo que importa.', 'Si fuere verdad, por serlo;', 'si no, por ganar amigos', 'para cuando despertemos. ']",8
46,BASILIO,"    ¿Quién, Astolfo, podrá parar prudente
la furia de un caballo desbocado?
¿Quién detener de un río la corriente
que corre al mar, soberbio y despeñado?
¿Quién un peñasco suspender, valiente, 
de la cima de un monte, desgajado?
Pues todo fácil de parar ha sido,
y un vulgo no, soberbio y atrevido.
    Dígalo en bandos el rumor partido,
pues se oye resonar en lo profundo 
de los montes el eco repetido,
unos «Astolfo» y otros «Segismundo».
El dosel de la jura, reducido
a segunda intención, a horror segundo,
teatro funesto es, donde importuna 
representa tragedias la fortuna.",3,"['    ¿Quién, Astolfo, podrá parar prudente', 'la furia de un caballo desbocado?', '¿Quién detener de un río la corriente', 'que corre al mar, soberbio y despeñado?', '¿Quién un peñasco suspender, valiente, ', 'de la cima de un monte, desgajado?', 'Pues todo fácil de parar ha sido,', 'y un vulgo no, soberbio y atrevido.', '    Dígalo en bandos el rumor partido,', 'pues se oye resonar en lo profundo ', 'de los montes el eco repetido,', 'unos «Astolfo» y otros «Segismundo».', 'El dosel de la jura, reducido', 'a segunda intención, a horror segundo,', 'teatro funesto es, donde importuna ', 'representa tragedias la fortuna.']",16
47,ASTOLFO,"    Suspéndase, señor, el alegría,
cese el aplauso y gusto lisonjero

que tu mano feliz me prometía;
que si Polonia (a quien mandar espero) 
hoy se resiste a la obediencia mía,
es porque la merezca yo primero.
Dadme un caballo, y de arrogancia lleno
rayo descienda el que blasona trueno.
 (Vase.) ",3,"['    Suspéndase, señor, el alegría,', 'cese el aplauso y gusto lisonjero', 'que tu mano feliz me prometía;', 'que si Polonia (a quien mandar espero) ', 'hoy se resiste a la obediencia mía,', 'es porque la merezca yo primero.', 'Dadme un caballo, y de arrogancia lleno', 'rayo descienda el que blasona trueno.', ' (Vase.) ']",9
48,BASILIO,"    Poco reparo tiene lo infalible, 
y mucho riesgo lo previsto tiene;
si ha de ser, la defensa es imposible,
que quien la excusa más, más la previene.
¡Dura ley! ¡Fuerte caso! ¡Horror terrible!
Quien piensa que huye el riesgo, al riesgo viene, 
con lo que yo guardaba me he perdido;
yo mismo, yo mi patria he destrüido.",3,"['    Poco reparo tiene lo infalible, ', 'y mucho riesgo lo previsto tiene;', 'si ha de ser, la defensa es imposible,', 'que quien la excusa más, más la previene.', '¡Dura ley! ¡Fuerte caso! ¡Horror terrible!', 'Quien piensa que huye el riesgo, al riesgo viene, ', 'con lo que yo guardaba me he perdido;', 'yo mismo, yo mi patria he destrüido.']",8
